doi,resource,file,dl_uri,error
10.15146/R3MG67,30840,rainhail_data_february_2013-rainhail_data_february_2013.csv,https://merritt.cdlib.org/d/ark%3A%2F90135%2Fq1tm7830,"Merritt couldn't create presigned URL for https://merritt.cdlib.org/api/presign-file/ark%3A%2F90135%2Fq1tm7830/3/producer%2Frainhail_data_february_2013-rainhail_data_february_2013.csv?no_redirect=true
Http status code: 401"
10.15146/R30P4Z,30841,ptu_data_april_2013-ptu_data_april_2013.csv,https://merritt.cdlib.org/d/ark%3A%2F90135%2Fq1fb50w2,"Merritt couldn't create presigned URL for https://merritt.cdlib.org/api/presign-file/ark%3A%2F90135%2Fq1fb50w2/3/producer%2Fptu_data_april_2013-ptu_data_april_2013.csv?no_redirect=true
Http status code: 401"
10.15146/R35304,30842,wind_data_january_2013-wind_data_january_2013.csv,https://merritt.cdlib.org/d/ark%3A%2F90135%2Fq19021qd,"Merritt couldn't create presigned URL for https://merritt.cdlib.org/api/presign-file/ark%3A%2F90135%2Fq19021qd/3/producer%2Fwind_data_january_2013-wind_data_january_2013.csv?no_redirect=true
Http status code: 401"
10.15146/R3Q596,30843,ptu_data_july_2013-ptu_data_july_2013.csv,https://merritt.cdlib.org/d/ark%3A%2F90135%2Fq1qv3jhn,"Merritt couldn't create presigned URL for https://merritt.cdlib.org/api/presign-file/ark%3A%2F90135%2Fq1qv3jhn/3/producer%2Fptu_data_july_2013-ptu_data_july_2013.csv?no_redirect=true
Http status code: 401"
10.15146/R3VS3C,30844,ptu_data_january_2013-ptu_data_january_2013.csv,https://merritt.cdlib.org/d/ark%3A%2F90135%2Fq1m61h6z,"Merritt couldn't create presigned URL for https://merritt.cdlib.org/api/presign-file/ark%3A%2F90135%2Fq1m61h6z/5/producer%2Fptu_data_january_2013-ptu_data_january_2013.csv?no_redirect=true
Http status code: 401"
10.15146/R34G6W,30846,rainhail_data_may_2013-rainhail_data_may_2013.csv,https://merritt.cdlib.org/d/ark%3A%2F90135%2Fq19k4866,"Merritt couldn't create presigned URL for https://merritt.cdlib.org/api/presign-file/ark%3A%2F90135%2Fq19k4866/3/producer%2Frainhail_data_may_2013-rainhail_data_may_2013.csv?no_redirect=true
Http status code: 401"
10.15146/R3M88X,30848,ptu_data_november_2013-ptu_data_november_2013.csv,https://merritt.cdlib.org/d/ark%3A%2F90135%2Fq19s1p0d,"Merritt couldn't create presigned URL for https://merritt.cdlib.org/api/presign-file/ark%3A%2F90135%2Fq19s1p0d/3/producer%2Fptu_data_november_2013-ptu_data_november_2013.csv?no_redirect=true
Http status code: 401"
10.15146/R3CP4C,30849,alpine removal expt.xlsx,https://merritt.cdlib.org/d/ark%3A%2F90135%2Fq1t151m6,"Merritt couldn't create presigned URL for https://merritt.cdlib.org/api/presign-file/ark%3A%2F90135%2Fq1t151m6/6/producer%2Falpine%20removal%20expt.xlsx?no_redirect=true
Http status code: 401"
10.15146/R3959G,30850,wind_data_february_2013-wind_data_february_2013.csv,https://merritt.cdlib.org/d/ark%3A%2F90135%2Fq14x55sv,"Merritt couldn't create presigned URL for https://merritt.cdlib.org/api/presign-file/ark%3A%2F90135%2Fq14x55sv/3/producer%2Fwind_data_february_2013-wind_data_february_2013.csv?no_redirect=true
Http status code: 401"
10.15146/R3630F,30851,wind_data_december_2013-wind_data_december_2013.csv,https://merritt.cdlib.org/d/ark%3A%2F90135%2Fq1vq30m7,"Merritt couldn't create presigned URL for https://merritt.cdlib.org/api/presign-file/ark%3A%2F90135%2Fq1vq30m7/3/producer%2Fwind_data_december_2013-wind_data_december_2013.csv?no_redirect=true
Http status code: 401"
10.15146/R3HG69,30852,rainhail_data_january_2013-rainhail_data_january_2013.csv,https://merritt.cdlib.org/d/ark%3A%2F90135%2Fq12805jn,"Merritt couldn't create presigned URL for https://merritt.cdlib.org/api/presign-file/ark%3A%2F90135%2Fq12805jn/3/producer%2Frainhail_data_january_2013-rainhail_data_january_2013.csv?no_redirect=true
Http status code: 401"
10.15146/R3V30B,30853,month.xlsx,https://merritt.cdlib.org/d/ark%3A%2F90135%2Fq1k0727x,"Merritt couldn't create presigned URL for https://merritt.cdlib.org/api/presign-file/ark%3A%2F90135%2Fq1k0727x/3/producer%2Fmonth.xlsx?no_redirect=true
Http status code: 401"
10.15146/R3DK51,30854,wind_data_july_2013-wind_data_july_2013.csv,https://merritt.cdlib.org/d/ark%3A%2F90135%2Fq1hd7sm2,"Merritt couldn't create presigned URL for https://merritt.cdlib.org/api/presign-file/ark%3A%2F90135%2Fq1hd7sm2/3/producer%2Fwind_data_july_2013-wind_data_july_2013.csv?no_redirect=true
Http status code: 401"
10.15146/R3KK5K,30855,wind_data_november_2013-wind_data_november_2013.csv,https://merritt.cdlib.org/d/ark%3A%2F90135%2Fq1vd6wdb,"Merritt couldn't create presigned URL for https://merritt.cdlib.org/api/presign-file/ark%3A%2F90135%2Fq1vd6wdb/3/producer%2Fwind_data_november_2013-wind_data_november_2013.csv?no_redirect=true
Http status code: 401"
10.15146/R3RW23,30856,CogLabEx6_ana_allSubs-CogLabEx6_ana_allSubs.csv,https://merritt.cdlib.org/d/ark%3A%2F90135%2Fq1zs2tf5,"Merritt couldn't create presigned URL for https://merritt.cdlib.org/api/presign-file/ark%3A%2F90135%2Fq1zs2tf5/5/producer%2FCogLabEx6_ana_allSubs-CogLabEx6_ana_allSubs.csv?no_redirect=true
Http status code: 401"
10.15146/R3FW29,30857,wind_data_october_2013-wind_data_october_2013.csv,https://merritt.cdlib.org/d/ark%3A%2F90135%2Fq1057cwm,"Merritt couldn't create presigned URL for https://merritt.cdlib.org/api/presign-file/ark%3A%2F90135%2Fq1057cwm/3/producer%2Fwind_data_october_2013-wind_data_october_2013.csv?no_redirect=true
Http status code: 401"
10.15146/R30C70,30858,Chapter 2 Raw Data-Chapter 2 Raw Data.csv,https://merritt.cdlib.org/d/ark%3A%2F90135%2Fq1dv1gt9,"Merritt couldn't create presigned URL for https://merritt.cdlib.org/api/presign-file/ark%3A%2F90135%2Fq1dv1gt9/5/producer%2FChapter%202%20Raw%20Data-Chapter%202%20Raw%20Data.csv?no_redirect=true
Http status code: 401"
10.15146/R36C7V,30859,wind_data_august_2013-wind_data_august_2013.csv,https://merritt.cdlib.org/d/ark%3A%2F90135%2Fq17p8wct,"Merritt couldn't create presigned URL for https://merritt.cdlib.org/api/presign-file/ark%3A%2F90135%2Fq17p8wct/3/producer%2Fwind_data_august_2013-wind_data_august_2013.csv?no_redirect=true
Http status code: 401"
10.15146/R3N30G,30862,Verbs and Parameters-Verbs and Parameters.csv,https://merritt.cdlib.org/d/ark%3A%2F90135%2Fq1xs5sb7,"Merritt couldn't create presigned URL for https://merritt.cdlib.org/api/presign-file/ark%3A%2F90135%2Fq1xs5sb7/5/producer%2FVerbs%20and%20Parameters-Verbs%20and%20Parameters.csv?no_redirect=true
Http status code: 401"
10.15146/R3TS32,30863,ptu_data_may_2013-ptu_data_may_2013.csv,https://merritt.cdlib.org/d/ark%3A%2F90135%2Fq13776pg,"Merritt couldn't create presigned URL for https://merritt.cdlib.org/api/presign-file/ark%3A%2F90135%2Fq13776pg/3/producer%2Fptu_data_may_2013-ptu_data_may_2013.csv?no_redirect=true
Http status code: 401"
10.15146/R3WW2B,30864,rainhail_data_november_2013-rainhail_data_november_2013.csv,https://merritt.cdlib.org/d/ark%3A%2F90135%2Fq1j38qg1,"Merritt couldn't create presigned URL for https://merritt.cdlib.org/api/presign-file/ark%3A%2F90135%2Fq1j38qg1/3/producer%2Frainhail_data_november_2013-rainhail_data_november_2013.csv?no_redirect=true
Http status code: 401"
10.15146/R3JP4X,30865,wind_data_may_2013-wind_data_may_2013.csv,https://merritt.cdlib.org/d/ark%3A%2F90135%2Fq1rn35tc,"Merritt couldn't create presigned URL for https://merritt.cdlib.org/api/presign-file/ark%3A%2F90135%2Fq1rn35tc/3/producer%2Fwind_data_may_2013-wind_data_may_2013.csv?no_redirect=true
Http status code: 401"
10.15146/R3V01P,30866,ptu_data_august_2013-ptu_data_august_2013.csv,https://merritt.cdlib.org/d/ark%3A%2F90135%2Fq1m32srs,"Merritt couldn't create presigned URL for https://merritt.cdlib.org/api/presign-file/ark%3A%2F90135%2Fq1m32srs/3/producer%2Fptu_data_august_2013-ptu_data_august_2013.csv?no_redirect=true
Http status code: 401"
10.15146/R3901Q,30867,rainhail_data_august_2013-rainhail_data_august_2013.csv,https://merritt.cdlib.org/d/ark%3A%2F90135%2Fq1513w4m,"Merritt couldn't create presigned URL for https://merritt.cdlib.org/api/presign-file/ark%3A%2F90135%2Fq1513w4m/3/producer%2Frainhail_data_august_2013-rainhail_data_august_2013.csv?no_redirect=true
Http status code: 401"
10.15146/R39W22,30868,wind_data_november_2013-wind_data_november_2013.csv,https://merritt.cdlib.org/d/ark%3A%2F90135%2Fq10g3h3j,"Merritt couldn't create presigned URL for https://merritt.cdlib.org/api/presign-file/ark%3A%2F90135%2Fq10g3h3j/3/producer%2Fwind_data_november_2013-wind_data_november_2013.csv?no_redirect=true
Http status code: 401"
10.15146/R3N887,30869,rainhail_data_march_2013-rainhail_data_march_2013.csv,https://merritt.cdlib.org/d/ark%3A%2F90135%2Fq1sq8xcj,"Merritt couldn't create presigned URL for https://merritt.cdlib.org/api/presign-file/ark%3A%2F90135%2Fq1sq8xcj/3/producer%2Frainhail_data_march_2013-rainhail_data_march_2013.csv?no_redirect=true
Http status code: 401"
10.15146/R3P88J,30870,rainhail_data_october_2013-rainhail_data_october_2013.csv,https://merritt.cdlib.org/d/ark%3A%2F90135%2Fq1wh2mz1,"Merritt couldn't create presigned URL for https://merritt.cdlib.org/api/presign-file/ark%3A%2F90135%2Fq1wh2mz1/3/producer%2Frainhail_data_october_2013-rainhail_data_october_2013.csv?no_redirect=true
Http status code: 401"
10.15146/R3DW20,30871,wind_data_march_2013-wind_data_march_2013.csv,https://merritt.cdlib.org/d/ark%3A%2F90135%2Fq1154f1d,"Merritt couldn't create presigned URL for https://merritt.cdlib.org/api/presign-file/ark%3A%2F90135%2Fq1154f1d/3/producer%2Fwind_data_march_2013-wind_data_march_2013.csv?no_redirect=true
Http status code: 401"
10.15146/R3FK5B,30872,wind_data_february_2013-wind_data_february_2013.csv,https://merritt.cdlib.org/d/ark%3A%2F90135%2Fq1571903,"Merritt couldn't create presigned URL for https://merritt.cdlib.org/api/presign-file/ark%3A%2F90135%2Fq1571903/4/producer%2Fwind_data_february_2013-wind_data_february_2013.csv?no_redirect=true
Http status code: 401"
10.15146/R3B59S,30873,wind_data_september_2013-wind_data_september_2013.csv,https://merritt.cdlib.org/d/ark%3A%2F90135%2Fq13x84m1,"Merritt couldn't create presigned URL for https://merritt.cdlib.org/api/presign-file/ark%3A%2F90135%2Fq13x84m1/3/producer%2Fwind_data_september_2013-wind_data_september_2013.csv?no_redirect=true
Http status code: 401"
10.15146/R33888,30874,ptu_data_july_2013-ptu_data_july_2013.csv,https://merritt.cdlib.org/d/ark%3A%2F90135%2Fq1tq5zgg,"Merritt couldn't create presigned URL for https://merritt.cdlib.org/api/presign-file/ark%3A%2F90135%2Fq1tq5zgg/3/producer%2Fptu_data_july_2013-ptu_data_july_2013.csv?no_redirect=true
Http status code: 401"
10.15146/R3W010,30877,rainhail_data_april_2013-rainhail_data_april_2013.csv,https://merritt.cdlib.org/d/ark%3A%2F90135%2Fq1k35rmd,"Merritt couldn't create presigned URL for https://merritt.cdlib.org/api/presign-file/ark%3A%2F90135%2Fq1k35rmd/3/producer%2Frainhail_data_april_2013-rainhail_data_april_2013.csv?no_redirect=true
Http status code: 401"
10.15146/R3Q303,30878,DI-DirInfo.csv,https://merritt.cdlib.org/d/ark%3a%2f90135%2fq1z0367g,"Merritt couldn't create presigned URL for https://merritt.cdlib.org/api/presign-file/ark%3a%2f90135%2fq1z0367g/1/producer%2FDI-DirInfo.csv?no_redirect=true
Http status code: 404"
10.15146/R31G6Z,30879,rainhail_data_june_2013-rainhail_data_june_2013.csv,https://merritt.cdlib.org/d/ark%3A%2F90135%2Fq1dj5ckb,"Merritt couldn't create presigned URL for https://merritt.cdlib.org/api/presign-file/ark%3A%2F90135%2Fq1dj5ckb/3/producer%2Frainhail_data_june_2013-rainhail_data_june_2013.csv?no_redirect=true
Http status code: 401"
10.15146/R3QC7H,30880,wind_data_december_2013-wind_data_december_2013.csv,https://merritt.cdlib.org/d/ark%3A%2F90135%2Fq1qn64p0,"Merritt couldn't create presigned URL for https://merritt.cdlib.org/api/presign-file/ark%3A%2F90135%2Fq1qn64p0/3/producer%2Fwind_data_december_2013-wind_data_december_2013.csv?no_redirect=true
Http status code: 401"
10.15146/R3NC7W,30881,rainhail_data_september_2013-rainhail_data_september_2013.csv,https://merritt.cdlib.org/d/ark%3A%2F90135%2Fq1sn06x9,"Merritt couldn't create presigned URL for https://merritt.cdlib.org/api/presign-file/ark%3A%2F90135%2Fq1sn06x9/3/producer%2Frainhail_data_september_2013-rainhail_data_september_2013.csv?no_redirect=true
Http status code: 401"
10.15146/R33G6K,30882,ptu_data_september_2013-ptu_data_september_2013.csv,https://merritt.cdlib.org/d/ark%3A%2F90135%2Fq1gb221v,"Merritt couldn't create presigned URL for https://merritt.cdlib.org/api/presign-file/ark%3A%2F90135%2Fq1gb221v/3/producer%2Fptu_data_september_2013-ptu_data_september_2013.csv?no_redirect=true
Http status code: 401"
10.15146/R3K88M,30883,wind_data_april_2013-wind_data_april_2013.csv,https://merritt.cdlib.org/d/ark%3A%2F90135%2Fq1wq01rm,"Merritt couldn't create presigned URL for https://merritt.cdlib.org/api/presign-file/ark%3A%2F90135%2Fq1wq01rm/4/producer%2Fwind_data_april_2013-wind_data_april_2013.csv?no_redirect=true
Http status code: 401"
10.15146/R3DS3B,30884,rainhail_data_september_2013-rainhail_data_september_2013.csv,https://merritt.cdlib.org/d/ark%3A%2F90135%2Fq11834fq,"Merritt couldn't create presigned URL for https://merritt.cdlib.org/api/presign-file/ark%3A%2F90135%2Fq11834fq/3/producer%2Frainhail_data_september_2013-rainhail_data_september_2013.csv?no_redirect=true
Http status code: 401"
10.15146/R32G68,30885,ptu_data_february2013-ptu_data_february2013.csv,https://merritt.cdlib.org/d/ark%3A%2F90135%2Fq1cj8bfz,"Merritt couldn't create presigned URL for https://merritt.cdlib.org/api/presign-file/ark%3A%2F90135%2Fq1cj8bfz/3/producer%2Fptu_data_february2013-ptu_data_february2013.csv?no_redirect=true
Http status code: 401"
10.15146/R38595,30886,rainhail_data_june_2013-rainhail_data_june_2013.csv,https://merritt.cdlib.org/d/ark%3A%2F90135%2Fq15x26ws,"Merritt couldn't create presigned URL for https://merritt.cdlib.org/api/presign-file/ark%3A%2F90135%2Fq15x26ws/3/producer%2Frainhail_data_june_2013-rainhail_data_june_2013.csv?no_redirect=true
Http status code: 401"
10.15146/R32C7M,30887,wind_data_march_2013-wind_data_march_2013.csv,https://merritt.cdlib.org/d/ark%3A%2F90135%2Fq11g0j7x,"Merritt couldn't create presigned URL for https://merritt.cdlib.org/api/presign-file/ark%3A%2F90135%2Fq11g0j7x/4/producer%2Fwind_data_march_2013-wind_data_march_2013.csv?no_redirect=true
Http status code: 401"
10.15146/R3S59T,30888,rainhail_data_october_2013-rainhail_data_october_2013.csv,https://merritt.cdlib.org/d/ark%3A%2F90135%2Fq1nv9g6f,"Merritt couldn't create presigned URL for https://merritt.cdlib.org/api/presign-file/ark%3A%2F90135%2Fq1nv9g6f/3/producer%2Frainhail_data_october_2013-rainhail_data_october_2013.csv?no_redirect=true
Http status code: 401"
10.15146/R3JC7Z,30889,wind_data_august_2013-wind_data_august_2013.csv,https://merritt.cdlib.org/d/ark%3A%2F90135%2Fq1cr5r92,"Merritt couldn't create presigned URL for https://merritt.cdlib.org/api/presign-file/ark%3A%2F90135%2Fq1cr5r92/3/producer%2Fwind_data_august_2013-wind_data_august_2013.csv?no_redirect=true
Http status code: 401"
10.15146/R3ZK50,30890,ptu_data_june_2013-ptu_data_june_2013.csv,https://merritt.cdlib.org/d/ark%3A%2F90135%2Fq1zg6q66,"Merritt couldn't create presigned URL for https://merritt.cdlib.org/api/presign-file/ark%3A%2F90135%2Fq1zg6q66/3/producer%2Fptu_data_june_2013-ptu_data_june_2013.csv?no_redirect=true
Http status code: 401"
10.15146/R3WS3P,30893,rainhail_data_may_2013-rainhail_data_may_2013.csv,https://merritt.cdlib.org/d/ark%3A%2F90135%2Fq1j964bh,"Merritt couldn't create presigned URL for https://merritt.cdlib.org/api/presign-file/ark%3A%2F90135%2Fq1j964bh/3/producer%2Frainhail_data_may_2013-rainhail_data_may_2013.csv?no_redirect=true
Http status code: 401"
10.15146/R36886,30894,ptu_data_march_2013-ptu_data_march_2013.csv,https://merritt.cdlib.org/d/ark%3A%2F90135%2Fq17s7kq7,"Merritt couldn't create presigned URL for https://merritt.cdlib.org/api/presign-file/ark%3A%2F90135%2Fq17s7kq7/3/producer%2Fptu_data_march_2013-ptu_data_march_2013.csv?no_redirect=true
Http status code: 401"
10.15146/R37W2F,30895,EVAWF1Package-EVAWF1Package.csv,https://merritt.cdlib.org/d/ark%3A%2F90135%2Fq1kk98q9,"Merritt couldn't create presigned URL for https://merritt.cdlib.org/api/presign-file/ark%3A%2F90135%2Fq1kk98q9/5/producer%2FEVAWF1Package-EVAWF1Package.csv?no_redirect=true
Http status code: 401"
10.15146/R3VP4Q,30896,CFNAP_Data_2009-2010_v1-CFNAP_Data_2009-2010_v1.csv,https://merritt.cdlib.org/d/ark%3A%2F90135%2Fq1930r39,"Merritt couldn't create presigned URL for https://merritt.cdlib.org/api/presign-file/ark%3A%2F90135%2Fq1930r39/5/producer%2FCFNAP_Data_2009-2010_v1-CFNAP_Data_2009-2010_v1.csv?no_redirect=true
Http status code: 401"
10.15146/R3SW2D,30897,wind_data_september_2013-wind_data_september_2013.csv,https://merritt.cdlib.org/d/ark%3A%2F90135%2Fq18050k1,"Merritt couldn't create presigned URL for https://merritt.cdlib.org/api/presign-file/ark%3A%2F90135%2Fq18050k1/3/producer%2Fwind_data_september_2013-wind_data_september_2013.csv?no_redirect=true
Http status code: 401"
10.15146/R3P30S,30898,wind_data_october_2013-wind_data_october_2013.csv,https://merritt.cdlib.org/d/ark%3A%2F90135%2Fq14747tv,"Merritt couldn't create presigned URL for https://merritt.cdlib.org/api/presign-file/ark%3A%2F90135%2Fq14747tv/3/producer%2Fwind_data_october_2013-wind_data_october_2013.csv?no_redirect=true
Http status code: 401"
10.15146/R3JG6M,30899,rainhail_data_november_2013-rainhail_data_november_2013.csv,https://merritt.cdlib.org/d/ark%3A%2F90135%2Fq1rv0kn1,"Merritt couldn't create presigned URL for https://merritt.cdlib.org/api/presign-file/ark%3A%2F90135%2Fq1rv0kn1/3/producer%2Frainhail_data_november_2013-rainhail_data_november_2013.csv?no_redirect=true
Http status code: 401"
10.15146/R38W2R,30900,wind_data_june_2013-wind_data_june_2013.csv,https://merritt.cdlib.org/d/ark%3A%2F90135%2Fq1n58j9b,"Merritt couldn't create presigned URL for https://merritt.cdlib.org/api/presign-file/ark%3A%2F90135%2Fq1n58j9b/3/producer%2Fwind_data_june_2013-wind_data_june_2013.csv?no_redirect=true
Http status code: 401"
10.15146/R3GC7B,30904,icos.tsv,http://merritt.cdlib.org/d/ark%3A%2F13030%2Fm5zd2zxn,"Merritt couldn't create presigned URL for http://merritt.cdlib.org/api/presign-file/ark%3A%2F13030%2Fm5zd2zxn/3/producer%2Ficos.tsv?no_redirect=true
Http status code: 401"
10.15146/R36W24,30912,retinopatia_cc.csv,http://merritt.cdlib.org/d/ark%3A%2F13030%2Fm5tr0xjr,"Merritt couldn't create presigned URL for http://merritt.cdlib.org/api/presign-file/ark%3A%2F13030%2Fm5tr0xjr/1/producer%2Fretinopatia_cc.csv?no_redirect=true
Http status code: 401"
10.15146/R3359M,30914,bilhetagem_rastreamento.zip,http://merritt.cdlib.org/d/ark%3A%2F13030%2Fm59k978x,"Merritt couldn't create presigned URL for http://merritt.cdlib.org/api/presign-file/ark%3A%2F13030%2Fm59k978x/1/producer%2Fbilhetagem_rastreamento.zip?no_redirect=true
Http status code: 401"
10.15146/R3ZC7P,30924,port_data.csv,http://merritt.cdlib.org/d/ark%3A%2F13030%2Fm5jx39xm,"Merritt couldn't create presigned URL for http://merritt.cdlib.org/api/presign-file/ark%3A%2F13030%2Fm5jx39xm/1/producer%2Fport_data.csv?no_redirect=true
Http status code: 401"
10.15146/R3TP4D,30925,abstracts2.txt,http://merritt.cdlib.org/d/ark%3A%2F13030%2Fm51883jw,"Merritt couldn't create presigned URL for http://merritt.cdlib.org/api/presign-file/ark%3A%2F13030%2Fm51883jw/1/producer%2Fabstracts2.txt?no_redirect=true
Http status code: 401"
10.15146/R3PW2G,30926,alugueEscarpas.csv,http://merritt.cdlib.org/d/ark%3A%2F13030%2Fm5n63hd2,"Merritt couldn't create presigned URL for http://merritt.cdlib.org/api/presign-file/ark%3A%2F13030%2Fm5n63hd2/1/producer%2FalugueEscarpas.csv?no_redirect=true
Http status code: 401"
10.15146/R3K59Z,30928,Abu Dhabi Blue Carbon Project_Ecological Applications.xlsx,http://merritt.cdlib.org/d/ark%3A%2F13030%2Fm5x97780,"Merritt couldn't create presigned URL for http://merritt.cdlib.org/api/presign-file/ark%3A%2F13030%2Fm5x97780/1/producer%2FAbu%20Dhabi%20Blue%20Carbon%20Project_Ecological%20Applications.xlsx?no_redirect=true
Http status code: 401"
10.15146/R3FG6P,30931,AcademicLibraries_RDS_Survey.xlsx,http://merritt.cdlib.org/d/ark%3A%2F13030%2Fm5h46njq,"Merritt couldn't create presigned URL for http://merritt.cdlib.org/api/presign-file/ark%3A%2F13030%2Fm5h46njq/1/producer%2FAcademicLibraries_RDS_Survey.xlsx?no_redirect=true
Http status code: 401"
10.15146/R39P4R,30959,hyy15_chflux_20170213.zip,http://merritt.cdlib.org/d/ark%3A%2F13030%2Fm5vb354k,"Merritt couldn't create presigned URL for http://merritt.cdlib.org/api/presign-file/ark%3A%2F13030%2Fm5vb354k/2/producer%2Fhyy15_chflux_20170213.zip?no_redirect=true
Http status code: 401"
10.15146/R3QS34,30970,Agarico_MOTU.txt,http://merritt.cdlib.org/d/ark%3A%2F13030%2Fm5hf2rqs,"Merritt couldn't create presigned URL for http://merritt.cdlib.org/api/presign-file/ark%3A%2F13030%2Fm5hf2rqs/1/producer%2FAgarico_MOTU.txt?no_redirect=true
Http status code: 401"
10.15146/R3F88C,30977,hypothyroid.arff,http://merritt.cdlib.org/d/ark%3A%2F13030%2Fm5bc8vhc,"Merritt couldn't create presigned URL for http://merritt.cdlib.org/api/presign-file/ark%3A%2F13030%2Fm5bc8vhc/1/producer%2Fhypothyroid.arff?no_redirect=true
Http status code: 401"
10.15146/R39K53,30978,diabetes.arff,http://merritt.cdlib.org/d/ark%3A%2F13030%2Fm5ps2rzx,"Merritt couldn't create presigned URL for http://merritt.cdlib.org/api/presign-file/ark%3A%2F13030%2Fm5ps2rzx/1/producer%2Fdiabetes.arff?no_redirect=true
Http status code: 401"
10.15146/R34S47,30979,vehicle.arff,http://merritt.cdlib.org/d/ark%3A%2F13030%2Fm5bp4zss,"Merritt couldn't create presigned URL for http://merritt.cdlib.org/api/presign-file/ark%3A%2F13030%2Fm5bp4zss/1/producer%2Fvehicle.arff?no_redirect=true
Http status code: 401"
10.15146/R3VC84,30982,agenda.pdf,http://merritt.cdlib.org/d/ark%3A%2F13030%2Fm5ns5qzb,"Merritt couldn't create presigned URL for http://merritt.cdlib.org/api/presign-file/ark%3A%2F13030%2Fm5ns5qzb/2/producer%2Fagenda.pdf?no_redirect=true
Http status code: 401"
10.15146/R3QK5T,30983,rachelalbrecht.7.2.zip,http://merritt.cdlib.org/d/ark%3A%2F13030%2Fm5ff8pbp,"Merritt couldn't create presigned URL for http://merritt.cdlib.org/api/presign-file/ark%3A%2F13030%2Fm5ff8pbp/1/producer%2Frachelalbrecht.7.2.zip?no_redirect=true
Http status code: 401"
10.15146/R3KW3X,30984,wds2.5.2.zip,http://merritt.cdlib.org/d/ark%3A%2F13030%2Fm5k12196,"Merritt couldn't create presigned URL for http://merritt.cdlib.org/api/presign-file/ark%3A%2F13030%2Fm5k12196/2/producer%2Fwds2.5.2.zip?no_redirect=true
Http status code: 401"
10.15146/R3G30X,30985,wds.tde,http://merritt.cdlib.org/d/ark%3A%2F13030%2Fm56m83tg,"Merritt couldn't create presigned URL for http://merritt.cdlib.org/api/presign-file/ark%3A%2F13030%2Fm56m83tg/2/producer%2Fwds.tde?no_redirect=true
Http status code: 401"
10.15146/R3BC8G,30987,gabrielperez.6.1.zip,http://merritt.cdlib.org/d/ark%3A%2F13030%2Fm58m263n,"Merritt couldn't create presigned URL for http://merritt.cdlib.org/api/presign-file/ark%3A%2F13030%2Fm58m263n/2/producer%2Fgabrielperez.6.1.zip?no_redirect=true
Http status code: 401"
10.15146/R36K6J,30993,vote.arff,http://merritt.cdlib.org/d/ark%3A%2F13030%2Fm5wh7m15,"Merritt couldn't create presigned URL for http://merritt.cdlib.org/api/presign-file/ark%3A%2F13030%2Fm5wh7m15/2/producer%2Fvote.arff?no_redirect=true
Http status code: 401"
