doi,resource,file,dl_uri,error
10.15146/R32W2W,30995,hypothyroid.arff,http://merritt.cdlib.org/d/ark%3A%2F13030%2Fm5k69f2d,"Merritt couldn't create presigned URL for http://merritt.cdlib.org/api/presign-file/ark%3A%2F13030%2Fm5k69f2d/3/producer%2Fhypothyroid.arff?no_redirect=true
Http status code: 401"
10.15146/R3Z31N,30998,credit-an.arff,http://merritt.cdlib.org/d/ark%3A%2F13030%2Fm5pp42q7,"Merritt couldn't create presigned URL for http://merritt.cdlib.org/api/presign-file/ark%3A%2F13030%2Fm5pp42q7/4/producer%2Fcredit-an.arff?no_redirect=true
Http status code: 401"
10.15146/R3TC7F,30999,Wanderley - Algoritmos de Classificação.docx,http://merritt.cdlib.org/d/ark%3A%2F13030%2Fm5130pnh,"Merritt couldn't create presigned URL for http://merritt.cdlib.org/api/presign-file/ark%3A%2F13030%2Fm5130pnh/1/producer%2FWanderley%20-%20Algoritmos%20de%20Classifica%C3%A7%C3%A3o.docx?no_redirect=true
Http status code: 404"
10.15146/R3PK6W,31000,diabetes.arff,http://merritt.cdlib.org/d/ark%3A%2F13030%2Fm5j1507q,"Merritt couldn't create presigned URL for http://merritt.cdlib.org/api/presign-file/ark%3A%2F13030%2Fm5j1507q/1/producer%2Fdiabetes.arff?no_redirect=true
Http status code: 401"
10.15146/R3JW27,31002,soybean.arff,http://merritt.cdlib.org/d/ark%3A%2F13030%2Fm5rv5jr6,"Merritt couldn't create presigned URL for http://merritt.cdlib.org/api/presign-file/ark%3A%2F13030%2Fm5rv5jr6/1/producer%2Fsoybean.arff?no_redirect=true
Http status code: 401"
10.15146/R3F60N,31004,vote.arff,http://merritt.cdlib.org/d/ark%3A%2F13030%2Fm5sr3wg8,"Merritt couldn't create presigned URL for http://merritt.cdlib.org/api/presign-file/ark%3A%2F13030%2Fm5sr3wg8/1/producer%2Fvote.arff?no_redirect=true
Http status code: 401"
10.15146/R38C8V,31006,titanic.arff,http://merritt.cdlib.org/d/ark%3A%2F13030%2Fm54v1fcx,"Merritt couldn't create presigned URL for http://merritt.cdlib.org/api/presign-file/ark%3A%2F13030%2Fm54v1fcx/1/producer%2Ftitanic.arff?no_redirect=true
Http status code: 401"
10.15146/R34P46,31010,dataset_reorganizado.csv,http://merritt.cdlib.org/d/ark%3A%2F13030%2Fm5cg4m3x,"Merritt couldn't create presigned URL for http://merritt.cdlib.org/api/presign-file/ark%3A%2F13030%2Fm5cg4m3x/2/producer%2Fdataset_reorganizado.csv?no_redirect=true
Http status code: 401"
10.15146/R30029,31035,LFE-Hikurangi.txt,http://merritt.cdlib.org/d/ark%3a%2f13030%2fm5m955nj,"Merritt couldn't create presigned URL for http://merritt.cdlib.org/api/presign-file/ark%3a%2f13030%2fm5m955nj/2/producer%2FLFE-Hikurangi.txt?no_redirect=true
Http status code: 401"
10.15146/R3909R,31042,Readme.txt,http://merritt.cdlib.org/d/ark%3A%2F13030%2Fm5256f7h,"Merritt couldn't create presigned URL for http://merritt.cdlib.org/api/presign-file/ark%3A%2F13030%2Fm5256f7h/1/producer%2FReadme.txt?no_redirect=true
Http status code: 401"
10.15146/R30M3W,31056,eq_5_140.882_39.043_7.510,http://merritt.cdlib.org/d/ark%3A%2F13030%2Fm5z948dc,"Merritt couldn't create presigned URL for http://merritt.cdlib.org/api/presign-file/ark%3A%2F13030%2Fm5z948dc/3/producer%2Feq_5_140.882_39.043_7.510?no_redirect=true
Http status code: 401"
10.15146/R3Q37R,31087,FeatureData.mat,http://merritt.cdlib.org/d/ark%3A%2F13030%2Fm5qg3pws,"Merritt couldn't create presigned URL for http://merritt.cdlib.org/api/presign-file/ark%3A%2F13030%2Fm5qg3pws/2/producer%2FFeatureData.mat?no_redirect=true
Http status code: 401"
10.15146/R3DM3M,31103,README.md,http://merritt.cdlib.org/d/ark%3A%2F13030%2Fm5qr9t35,"Merritt couldn't create presigned URL for http://merritt.cdlib.org/api/presign-file/ark%3A%2F13030%2Fm5qr9t35/1/producer%2FREADME.md?no_redirect=true
Http status code: 401"
10.15146/R3467H,31117,mxm_dataset_train.txt.zip,http://merritt.cdlib.org/d/ark%3A%2F13030%2Fm5450hgt,"Merritt couldn't create presigned URL for http://merritt.cdlib.org/api/presign-file/ark%3A%2F13030%2Fm5450hgt/1/producer%2Fmxm_dataset_train.txt.zip?no_redirect=true
Http status code: 401"
10.15146/R30D46,31120,sp156solicitacoes-detalhadas1sem2017.csv,http://merritt.cdlib.org/d/ark%3A%2F13030%2Fm56t5hq1,"Merritt couldn't create presigned URL for http://merritt.cdlib.org/api/presign-file/ark%3A%2F13030%2Fm56t5hq1/1/producer%2Fsp156solicitacoes-detalhadas1sem2017.csv?no_redirect=true
Http status code: 401"
10.15146/R3VQ29,31122,Test.csv,http://merritt.cdlib.org/d/ark%3A%2F13030%2Fm5324rxq,"Merritt couldn't create presigned URL for http://merritt.cdlib.org/api/presign-file/ark%3A%2F13030%2Fm5324rxq/2/producer%2FTest.csv?no_redirect=true
Http status code: 401"
10.15146/R3QX0C,31124,maoaip1ogrenM1.s1.20131211.143743.cdf,http://merritt.cdlib.org/d/ark%3A%2F13030%2Fm5g49mbf,"Merritt couldn't create presigned URL for http://merritt.cdlib.org/api/presign-file/ark%3A%2F13030%2Fm5g49mbf/1/producer%2Fmaoaip1ogrenM1.s1.20131211.143743.cdf?no_redirect=true
Http status code: 401"
10.15146/R3M66G,31127,cepea_boi gordo_SP.xls,http://merritt.cdlib.org/d/ark%3A%2F13030%2Fm5v74fnz,"Merritt couldn't create presigned URL for http://merritt.cdlib.org/api/presign-file/ark%3A%2F13030%2Fm5v74fnz/1/producer%2Fcepea_boi%20gordo_SP.xls?no_redirect=true
Http status code: 401"
10.15146/R3GD4J,31129,data.csv,http://merritt.cdlib.org/d/ark%3A%2F13030%2Fm54z04tp,"Merritt couldn't create presigned URL for http://merritt.cdlib.org/api/presign-file/ark%3A%2F13030%2Fm54z04tp/2/producer%2Fdata.csv?no_redirect=true
Http status code: 401"
10.15146/R3BQ18,31131,Human development index (HDI).csv,http://merritt.cdlib.org/d/ark%3A%2F13030%2Fm5gf5qhh,"Merritt couldn't create presigned URL for http://merritt.cdlib.org/api/presign-file/ark%3A%2F13030%2Fm5gf5qhh/2/producer%2FHuman%20development%20index%20%28HDI%29.csv?no_redirect=true
Http status code: 401"
10.15146/R36X0Q,31132,eml.xml,http://merritt.cdlib.org/d/ark%3A%2F13030%2Fm5h75brb,"Merritt couldn't create presigned URL for http://merritt.cdlib.org/api/presign-file/ark%3A%2F13030%2Fm5h75brb/1/producer%2Feml.xml?no_redirect=true
Http status code: 401"
10.15146/R3ZD4W,31133,tables_1-15_6a_dashboard1_dashboard2_online_version.xlsx,http://merritt.cdlib.org/d/ark%3A%2F13030%2Fm5tf4tcp,"Merritt couldn't create presigned URL for http://merritt.cdlib.org/api/presign-file/ark%3A%2F13030%2Fm5tf4tcp/1/producer%2Ftables_1-15_6a_dashboard1_dashboard2_online_version.xlsx?no_redirect=true
Http status code: 401"
10.15146/R3TQ1M,31134,sp156solicitacoes-detalhadas1sem2017.csv,http://merritt.cdlib.org/d/ark%3A%2F13030%2Fm59p7xmz,"Merritt couldn't create presigned URL for http://merritt.cdlib.org/api/presign-file/ark%3A%2F13030%2Fm59p7xmz/1/producer%2Fsp156solicitacoes-detalhadas1sem2017.csv?no_redirect=true
Http status code: 401"
10.15146/R3J66V,31143,Bass Harbor High Impact Data 7-26.xlsx,http://merritt.cdlib.org/d/ark%3A%2F13030%2Fm5cp20z0,"Merritt couldn't create presigned URL for http://merritt.cdlib.org/api/presign-file/ark%3A%2F13030%2Fm5cp20z0/1/producer%2FBass%20Harbor%20High%20Impact%20Data%207-26.xlsx?no_redirect=true
Http status code: 401"
10.15146/R37T00,31149,sjm2013_leaf_data_20180510.zip,http://merritt.cdlib.org/d/ark%3A%2F13030%2Fm5f52k4q,"Merritt couldn't create presigned URL for http://merritt.cdlib.org/api/presign-file/ark%3A%2F13030%2Fm5f52k4q/3/producer%2Fsjm2013_leaf_data_20180510.zip?no_redirect=true
Http status code: 401"
10.15146/R3408T,31151,Replies-2017-10-18.rar,http://merritt.cdlib.org/d/ark%3A%2F13030%2Fm55t8ghr,"Merritt couldn't create presigned URL for http://merritt.cdlib.org/api/presign-file/ark%3A%2F13030%2Fm55t8ghr/2/producer%2FReplies-2017-10-18.rar?no_redirect=true
Http status code: 401"
10.15146/R3Z96M,75380,MappingSiteFile_forR.txt,https://merritt.cdlib.org/d/ark%3A%2F13030%2Fm5227qqf,"Merritt couldn't create presigned URL for https://merritt.cdlib.org/api/presign-file/ark%3A%2F13030%2Fm5227qqf/2/producer%2FMappingSiteFile_forR.txt?no_redirect=true
Http status code: 401"
10.15146/R3NT0Q,31170,input.csv,http://merritt.cdlib.org/d/ark%3A%2F13030%2Fm5dg1n3h,"Merritt couldn't create presigned URL for http://merritt.cdlib.org/api/presign-file/ark%3A%2F13030%2Fm5dg1n3h/2/producer%2Finput.csv?no_redirect=true
Http status code: 401"
10.15146/R3J38K,31173,dataset_seaturtles.csv,http://merritt.cdlib.org/d/ark%3A%2F13030%2Fm58q0wd7,"Merritt couldn't create presigned URL for http://merritt.cdlib.org/api/presign-file/ark%3A%2F13030%2Fm58q0wd7/3/producer%2Fdataset_seaturtles.csv?no_redirect=true
Http status code: 401"
10.15146/R3CD50,31186,1496295494_01-06-2017.pdf,http://merritt.cdlib.org/d/ark%3A%2F13030%2Fm5741mvz,"Merritt couldn't create presigned URL for http://merritt.cdlib.org/api/presign-file/ark%3A%2F13030%2Fm5741mvz/2/producer%2F1496295494_01-06-2017.pdf?no_redirect=true
Http status code: 401"
10.15146/R37M2P,31190,RawDataset_Figure 1_ImageFile3.TIF,http://merritt.cdlib.org/d/ark%3A%2F13030%2Fm5d84799,"Merritt couldn't create presigned URL for http://merritt.cdlib.org/api/presign-file/ark%3A%2F13030%2Fm5d84799/2/producer%2FRawDataset_Figure%201_ImageFile3.TIF?no_redirect=true
Http status code: 401"
10.15146/R32X0G,31197,Williams et al. T1 data.xlsx,http://merritt.cdlib.org/d/ark%3A%2F13030%2Fm5qc50fd,"Merritt couldn't create presigned URL for http://merritt.cdlib.org/api/presign-file/ark%3A%2F13030%2Fm5qc50fd/1/producer%2FWilliams%20et%20al.%20T1%20data.xlsx?no_redirect=true
Http status code: 401"
10.15146/R3SD4B,31199,TRPV1_BAT_IJO_BASKI.pdf,http://merritt.cdlib.org/d/ark%3A%2F13030%2Fm5867cdh,"Merritt couldn't create presigned URL for http://merritt.cdlib.org/api/presign-file/ark%3A%2F13030%2Fm5867cdh/2/producer%2FTRPV1_BAT_IJO_BASKI.pdf?no_redirect=true
Http status code: 401"
10.15146/R3H09M,31212,Fig1b_RvsH.txt,http://merritt.cdlib.org/d/ark%3A%2F13030%2Fm5zh1p6k,"Merritt couldn't create presigned URL for http://merritt.cdlib.org/api/presign-file/ark%3A%2F13030%2Fm5zh1p6k/3/producer%2FFig1b_RvsH.txt?no_redirect=true
Http status code: 401"
10.15146/R3X09B,31246,d126 2018 13 087 payer behaviours project 62825 01 accounts,http://merritt.cdlib.org/d/ark%3A%2F13030%2Fm5dc2z41,"Merritt couldn't create presigned URL for http://merritt.cdlib.org/api/presign-file/ark%3A%2F13030%2Fm5dc2z41/6/producer%2Fd126%202018%2013%20087%20payer%20behaviours%20project%2062825%2001%20accounts?no_redirect=true
Http status code: 401"
10.15146/R3S962,31247,final data for submission3-21-18.xlsx,http://merritt.cdlib.org/d/ark%3A%2F13030%2Fm58m26c7,"Merritt couldn't create presigned URL for http://merritt.cdlib.org/api/presign-file/ark%3A%2F13030%2Fm58m26c7/1/producer%2Ffinal%20data%20for%20submission3-21-18.xlsx?no_redirect=true
Http status code: 401"
10.15146/R3MM4V,31258,cocoliAbundTable.tab,http://merritt.cdlib.org/d/ark%3A%2F13030%2Fm5jm76xs,"Merritt couldn't create presigned URL for http://merritt.cdlib.org/api/presign-file/ark%3A%2F13030%2Fm5jm76xs/1/producer%2FcocoliAbundTable.tab?no_redirect=true
Http status code: 401"
10.15146/R3B37B,31269,d078 2018 14 093 3 1 8 21 post 0000 0001 5537 0824 c felker.txt,http://merritt.cdlib.org/d/ark%3A%2F13030%2Fm5k40qwc,"Merritt couldn't create presigned URL for http://merritt.cdlib.org/api/presign-file/ark%3A%2F13030%2Fm5k40qwc/5/producer%2Fd078%202018%2014%20093%203%201%208%2021%20post%200000%200001%205537%200824%20c%20felker.txt?no_redirect=true
Http status code: 401"
10.15146/R31M36,31281,F2loci_depthfile.R,http://merritt.cdlib.org/d/ark%3A%2F13030%2Fm5m9560f,"Merritt couldn't create presigned URL for http://merritt.cdlib.org/api/presign-file/ark%3A%2F13030%2Fm5m9560f/4/producer%2FF2loci_depthfile.R?no_redirect=true
Http status code: 401"
10.15146/R3R68G,31298,2018 20 135 dsd045 dimension sdmx data structure definition valuation method.txt,http://merritt.cdlib.org/d/ark%3A%2F13030%2Fm5j43pws,"Merritt couldn't create presigned URL for http://merritt.cdlib.org/api/presign-file/ark%3A%2F13030%2Fm5j43pws/6/producer%2F2018%2020%20135%20dsd045%20dimension%20sdmx%20data%20structure%20definition%20valuation%20method.txt?no_redirect=true
Http status code: 401"
10.15146/R3FQ16,31370,Article_Ershov.PDF,http://merritt.cdlib.org/d/ark%3A%2F13030%2Fm5h17z9n,"Merritt couldn't create presigned URL for http://merritt.cdlib.org/api/presign-file/ark%3A%2F13030%2Fm5h17z9n/1/producer%2FArticle_Ershov.PDF?no_redirect=true
Http status code: 401"
10.15146/R3566F,31384,TEACHING_AID_Ershov_2018.PDF,http://merritt.cdlib.org/d/ark%3A%2F13030%2Fm53f9m13,"Merritt couldn't create presigned URL for http://merritt.cdlib.org/api/presign-file/ark%3A%2F13030%2Fm53f9m13/1/producer%2FTEACHING_AID_Ershov_2018.PDF?no_redirect=true
Http status code: 401"
10.15146/R3VT1Z,31426,WCH_DiscreteSamplesAll.xlsx,http://merritt.cdlib.org/d/ark%3A%2F13030%2Fm5f8193m,"Merritt couldn't create presigned URL for http://merritt.cdlib.org/api/presign-file/ark%3A%2F13030%2Fm5f8193m/1/producer%2FWCH_DiscreteSamplesAll.xlsx?no_redirect=true
Http status code: 401"
10.15146/R3K966,31428,Graph_Raw_Data.xlsx,http://merritt.cdlib.org/d/ark%3A%2F13030%2Fm5c876rj,"Merritt couldn't create presigned URL for http://merritt.cdlib.org/api/presign-file/ark%3A%2F13030%2Fm5c876rj/2/producer%2FGraph_Raw_Data.xlsx?no_redirect=true
Http status code: 401"
10.15146/R38T09,31485,Geary_sampleDMP_3may2018.docx,http://merritt.cdlib.org/d/ark%3A%2F13030%2Fm5qg3qfc,"Merritt couldn't create presigned URL for http://merritt.cdlib.org/api/presign-file/ark%3A%2F13030%2Fm5qg3qfc/4/producer%2FGeary_sampleDMP_3may2018.docx?no_redirect=true
Http status code: 401"
10.15146/R3539J,31487,data_for_figures.zip,http://merritt.cdlib.org/d/ark%3A%2F13030%2Fm52n9zsv,"Merritt couldn't create presigned URL for http://merritt.cdlib.org/api/presign-file/ark%3A%2F13030%2Fm52n9zsv/1/producer%2Fdata_for_figures.zip?no_redirect=true
Http status code: 401"
10.15146/R3VM28,31517,AmostraDados_Repositorio.csv,http://merritt.cdlib.org/d/ark%3A%2F13030%2Fm5cg4n1f,"Merritt couldn't create presigned URL for http://merritt.cdlib.org/api/presign-file/ark%3A%2F13030%2Fm5cg4n1f/1/producer%2FAmostraDados_Repositorio.csv?no_redirect=true
Http status code: 401"
10.15146/R3QX1R,31519,Indicadores de Transporte.xlsx,http://merritt.cdlib.org/d/ark%3A%2F13030%2Fm57q3wcm,"Merritt couldn't create presigned URL for http://merritt.cdlib.org/api/presign-file/ark%3A%2F13030%2Fm57q3wcm/1/producer%2FIndicadores%20de%20Transporte.xlsx?no_redirect=true
Http status code: 401"
10.15146/R3PX02,31520,15-07-2018a15-09-2018.csv,http://merritt.cdlib.org/d/ark%3A%2F13030%2Fm5x9787z,"Merritt couldn't create presigned URL for http://merritt.cdlib.org/api/presign-file/ark%3A%2F13030%2Fm5x9787z/1/producer%2F15-07-2018a15-09-2018.csv?no_redirect=true
Http status code: 401"
10.15146/R3K398,31523,25_Markov.xlsx,http://merritt.cdlib.org/d/ark%3A%2F13030%2Fm5sj6hh7,"Merritt couldn't create presigned URL for http://merritt.cdlib.org/api/presign-file/ark%3A%2F13030%2Fm5sj6hh7/2/producer%2F25_Markov.xlsx?no_redirect=true
Http status code: 401"
10.15146/R3FD47,31525,AcessibilidadeEmpregos_RMSP_SelecaoDadosPCS5031.csv,http://merritt.cdlib.org/d/ark%3A%2F13030%2Fm5ns5rwv,"Merritt couldn't create presigned URL for http://merritt.cdlib.org/api/presign-file/ark%3A%2F13030%2Fm5ns5rwv/1/producer%2FAcessibilidadeEmpregos_RMSP_SelecaoDadosPCS5031.csv?no_redirect=true
Http status code: 401"
10.15146/R39M3P,31526,banco_teses_dissertacoes.xls,http://merritt.cdlib.org/d/ark%3A%2F13030%2Fm5j15157,"Merritt couldn't create presigned URL for http://merritt.cdlib.org/api/presign-file/ark%3A%2F13030%2Fm5j15157/1/producer%2Fbanco_teses_dissertacoes.xls?no_redirect=true
Http status code: 401"
10.15146/R35X0D,31527,Cartão de Pagamento do Governo Federal (CPGF).csv,http://merritt.cdlib.org/d/ark%3A%2F13030%2Fm5dc2zsj,"Merritt couldn't create presigned URL for http://merritt.cdlib.org/api/presign-file/ark%3A%2F13030%2Fm5dc2zsj/1/producer%2FCart%C3%A3o%20de%20Pagamento%20do%20Governo%20Federal%20%28CPGF%29.csv?no_redirect=true
Http status code: 401"
10.15146/R3239M,31529,saopauloln1_links.txt,http://merritt.cdlib.org/d/ark%3A%2F13030%2Fm58m2715,"Merritt couldn't create presigned URL for http://merritt.cdlib.org/api/presign-file/ark%3A%2F13030%2Fm58m2715/1/producer%2Fsaopauloln1_links.txt?no_redirect=true
Http status code: 401"
10.15146/R3XD4K,31530,WSP-WMS-JULHO2018 - Modificado.csv,http://merritt.cdlib.org/d/ark%3A%2F13030%2Fm54v1g9f,"Merritt couldn't create presigned URL for http://merritt.cdlib.org/api/presign-file/ark%3A%2F13030%2Fm54v1g9f/1/producer%2FWSP-WMS-JULHO2018%20-%20Modificado.csv?no_redirect=true
Http status code: 401"
10.15146/R3DD4X,31533,teste-1.txt,http://merritt.cdlib.org/d/ark%3A%2F13030%2Fm54j5c2g,"Merritt couldn't create presigned URL for http://merritt.cdlib.org/api/presign-file/ark%3A%2F13030%2Fm54j5c2g/2/producer%2Fteste-1.txt?no_redirect=true
Http status code: 401"
10.15146/R33X2J,31535,All_plasmids.fna,http://merritt.cdlib.org/d/ark%3A%2F13030%2Fm5741nwt,"Merritt couldn't create presigned URL for http://merritt.cdlib.org/api/presign-file/ark%3A%2F13030%2Fm5741nwt/2/producer%2FAll_plasmids.fna?no_redirect=true
Http status code: 401"
10.15146/R3TH6F,75118,AAAS_CEFP_Advocacy_Programs_Survey_Questions.txt,https://merritt.cdlib.org/d/ark%3A%2F13030%2Fm5qp14q7,"Merritt couldn't create presigned URL for https://merritt.cdlib.org/api/presign-file/ark%3A%2F13030%2Fm5qp14q7/4/producer%2FAAAS_CEFP_Advocacy_Programs_Survey_Questions.txt?no_redirect=true
Http status code: 401"
10.15146/R3J09X,31595,WeakestLink_UnpairedAnalysis_Data_7.26.xlsx,http://merritt.cdlib.org/d/ark%3A%2F13030%2Fm5s80df2,"Merritt couldn't create presigned URL for http://merritt.cdlib.org/api/presign-file/ark%3A%2F13030%2Fm5s80df2/3/producer%2FWeakestLink_UnpairedAnalysis_Data_7.26.xlsx?no_redirect=true
Http status code: 401"
10.15146/R37H65,31604,base-od-cargas-08022017-1-.csv,http://merritt.cdlib.org/d/ark%3A%2F13030%2Fm5qk2fg5,"Merritt couldn't create presigned URL for http://merritt.cdlib.org/api/presign-file/ark%3A%2F13030%2Fm5qk2fg5/1/producer%2Fbase-od-cargas-08022017-1-.csv?no_redirect=true
Http status code: 401"
10.15146/R33T14,31607,2015_2017_SP_Brazil_pollutant_respiratory_admissions.csv,http://merritt.cdlib.org/d/ark%3A%2F13030%2Fm5pp43vf,"Merritt couldn't create presigned URL for http://merritt.cdlib.org/api/presign-file/ark%3A%2F13030%2Fm5pp43vf/1/producer%2F2015_2017_SP_Brazil_pollutant_respiratory_admissions.csv?no_redirect=true
Http status code: 401"
10.15146/R3Z40M,31663,JOURNAL SHINTA NOVIANTI 03-02-2019.pdf,http://merritt.cdlib.org/d/ark%3A%2F13030%2Fm58m27kb,"Merritt couldn't create presigned URL for http://merritt.cdlib.org/api/presign-file/ark%3A%2F13030%2Fm58m27kb/1/producer%2FJOURNAL%20SHINTA%20NOVIANTI%2003-02-2019.pdf?no_redirect=true
Http status code: 401"
10.15146/R3NM3S,31694,AFP.eas,http://merritt.cdlib.org/d/ark%3A%2F13030%2Fm56f0rkf,"Merritt couldn't create presigned URL for http://merritt.cdlib.org/api/presign-file/ark%3A%2F13030%2Fm56f0rkf/1/producer%2FAFP.eas?no_redirect=true
Http status code: 401"
10.15146/R3C39D,31718,OCEANS_StationData_LCDM_RVersion_1.10.19.csv,http://merritt.cdlib.org/d/ark%3A%2F13030%2Fm50g8hsr,"Merritt couldn't create presigned URL for http://merritt.cdlib.org/api/presign-file/ark%3A%2F13030%2Fm50g8hsr/1/producer%2FOCEANS_StationData_LCDM_RVersion_1.10.19.csv?no_redirect=true
Http status code: 401"
10.15146/R32Q3J,31724,Movie S1 (Converted).mov,http://merritt.cdlib.org/d/ark%3A%2F13030%2Fm5qv8k68,"Merritt couldn't create presigned URL for http://merritt.cdlib.org/api/presign-file/ark%3A%2F13030%2Fm5qv8k68/3/producer%2FMovie%20S1%20%28Converted%29.mov?no_redirect=true
Http status code: 401"
10.15146/R3S68S,45800,raw_data_Liu.csv,http://merritt.cdlib.org/d/ark%3A%2F13030%2Fm59k98xv,"Merritt couldn't create presigned URL for http://merritt.cdlib.org/api/presign-file/ark%3A%2F13030%2Fm59k98xv/2/producer%2Fraw_data_Liu.csv?no_redirect=true
Http status code: 401"
10.15146/R3GQ38,31750,Article_Ershov_2019.pdf,http://merritt.cdlib.org/d/ark%3A%2F13030%2Fm5fv3jq6,"Merritt couldn't create presigned URL for http://merritt.cdlib.org/api/presign-file/ark%3A%2F13030%2Fm5fv3jq6/6/producer%2FArticle_Ershov_2019.pdf?no_redirect=true
Http status code: 401"
10.15146/R36975,31780,SbS Emissions Data Transmittal.zip,http://merritt.cdlib.org/d/ark%3A%2F13030%2Fm52z647q,"Merritt couldn't create presigned URL for http://merritt.cdlib.org/api/presign-file/ark%3A%2F13030%2Fm52z647q/1/producer%2FSbS%20Emissions%20Data%20Transmittal.zip?no_redirect=true
Http status code: 401"
10.15146/R3WT2N,31793,Example plume measurements.kmz,http://merritt.cdlib.org/d/ark%3A%2F13030%2Fm5dn93vh,"Merritt couldn't create presigned URL for http://merritt.cdlib.org/api/presign-file/ark%3A%2F13030%2Fm5dn93vh/1/producer%2FExample%20plume%20measurements.kmz?no_redirect=true
Http status code: 401"
10.15146/R3M97W,67694,PanamaTreeBIENError.tsv,http://merritt.cdlib.org/d/ark%3A%2F13030%2Fm5g78chf,"Merritt couldn't create presigned URL for http://merritt.cdlib.org/api/presign-file/ark%3A%2F13030%2Fm5g78chf/2/producer%2FPanamaTreeBIENError.tsv?no_redirect=true
Http status code: 401"
10.15146/R3QX24,31817,dib_data_Liu et al..docx,http://merritt.cdlib.org/d/ark%3A%2F13030%2Fm5v74hkw,"Merritt couldn't create presigned URL for http://merritt.cdlib.org/api/presign-file/ark%3A%2F13030%2Fm5v74hkw/2/producer%2Fdib_data_Liu%20et%20al..docx?no_redirect=true
Http status code: 401"
10.15146/R3FH61,72028,Condit_TaxaHistoryBCI.tsv,http://merritt.cdlib.org/d/ark%3A%2F13030%2Fm5p60mht,"Merritt couldn't create presigned URL for http://merritt.cdlib.org/api/presign-file/ark%3A%2F13030%2Fm5p60mht/6/producer%2FCondit_TaxaHistoryBCI.tsv?no_redirect=true
Http status code: 401"
10.15146/R3509H,31824,Full data set.xlsx,http://merritt.cdlib.org/d/ark%3A%2F13030%2Fm5zd31xv,"Merritt couldn't create presigned URL for http://merritt.cdlib.org/api/presign-file/ark%3A%2F13030%2Fm5zd31xv/1/producer%2FFull%20data%20set.xlsx?no_redirect=true
Http status code: 401"
10.15146/5xcp-0d46,31849,BCIelev.tsv,http://merritt.cdlib.org/d/ark%3A%2F13030%2Fm58q0zk9,"Merritt couldn't create presigned URL for http://merritt.cdlib.org/api/presign-file/ark%3A%2F13030%2Fm58q0zk9/3/producer%2FBCIelev.tsv?no_redirect=true
Http status code: 401"
10.15146/tavf-rm36,31858,dib_data_stratification_Liu et al..docx,http://merritt.cdlib.org/d/ark%3A%2F13030%2Fm5547mqt,"Merritt couldn't create presigned URL for http://merritt.cdlib.org/api/presign-file/ark%3A%2F13030%2Fm5547mqt/3/producer%2Fdib_data_stratification_Liu%20et%20al..docx?no_redirect=true
Http status code: 401"
10.15146/r2qr-1b50,31868,source data.xlsx,http://merritt.cdlib.org/d/ark%3A%2F13030%2Fm5wh7q90,"Merritt couldn't create presigned URL for http://merritt.cdlib.org/api/presign-file/ark%3A%2F13030%2Fm5wh7q90/1/producer%2Fsource%20data.xlsx?no_redirect=true
Http status code: 401"
10.15146/mdpr-pm59,31895,marena_tree_17Jul2019.zip,http://merritt.cdlib.org/d/ark%3A%2F13030%2Fm58s9s7v,"Merritt couldn't create presigned URL for http://merritt.cdlib.org/api/presign-file/ark%3A%2F13030%2Fm58s9s7v/1/producer%2Fmarena_tree_17Jul2019.zip?no_redirect=true
Http status code: 401"
10.15146/zf0j-5m50,58376,ERS-GL-24339-4666-24840-5167.shx,http://merritt.cdlib.org/d/ark%3A%2F13030%2Fm5cc640h,"Merritt couldn't create presigned URL for http://merritt.cdlib.org/api/presign-file/ark%3A%2F13030%2Fm5cc640h/6/producer%2FERS-GL-24339-4666-24840-5167.shx?no_redirect=true
Http status code: 401"
